hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,125,2017,April,15,15,2,5,2,0.0,0,HB,HUN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.57,0,1,Canceled,2016-12-16
City Hotel,0,59,2016,November,46,11,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-11-13
Resort Hotel,0,5,2016,October,43,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,459.0,0,Transient-Party,57.0,1,0,Check-Out,2016-10-20
City Hotel,1,6,2016,February,8,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,1,Canceled,2016-02-14
Resort Hotel,1,144,2017,March,11,14,4,14,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440.0,,0,Transient-Party,62.0,0,0,Canceled,2016-12-07
Resort Hotel,0,23,2017,April,16,22,2,5,2,0.0,0,Undefined,SWE,Groups,TA/TO,0,0,0,A,C,0,No Deposit,527.0,,0,Transient-Party,104.0,0,0,Check-Out,2017-04-29
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26
Resort Hotel,0,194,2015,September,37,7,2,5,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,E,I,2,No Deposit,,,0,Transient-Party,8.43,0,2,Check-Out,2015-09-14
City Hotel,0,83,2015,September,40,30,0,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,77,Transient-Party,112.2,0,0,Check-Out,2015-10-01
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,2016-03-15
City Hotel,1,54,2016,September,36,2,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,1,Canceled,2016-08-15
City Hotel,0,203,2016,August,32,3,0,4,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,58.14,0,0,Check-Out,2016-08-07
Resort Hotel,1,183,2017,August,33,14,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,185.0,0,0,Canceled,2017-02-12
City Hotel,0,73,2017,August,33,14,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,200.0,0,0,Check-Out,2017-08-18
City Hotel,1,405,2016,August,33,10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2015-12-09
City Hotel,0,7,2016,April,17,18,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,2,No Deposit,,216.0,0,Transient,72.8,0,0,Check-Out,2016-04-20
Resort Hotel,0,0,2015,December,51,16,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,127.0,,0,Transient,26.5,0,0,Check-Out,2015-12-17
Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
City Hotel,1,13,2015,August,36,31,1,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,92.0,0,2,Canceled,2015-08-31
City Hotel,1,391,2016,July,31,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2015-12-09
Resort Hotel,0,38,2016,July,31,28,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,194.0,0,1,Check-Out,2016-07-30
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,30.0,,0,Transient-Party,110.0,0,1,Check-Out,2016-05-29
City Hotel,1,260,2017,March,10,10,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,0,Canceled,2016-06-26
Resort Hotel,0,185,2017,February,8,24,2,2,1,0.0,0,BB,PRT,Online TA,Direct,1,3,10,A,A,2,No Deposit,,,0,Transient,39.6,0,5,Check-Out,2017-02-28
City Hotel,0,3,2016,March,10,3,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,89.0,0,0,Check-Out,2016-03-04
City Hotel,0,1,2017,May,18,3,0,2,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,45.0,,0,Transient,0.0,0,0,Check-Out,2017-05-05
Resort Hotel,0,222,2016,June,25,13,2,5,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,F,3,No Deposit,250.0,,0,Transient,95.5,0,0,Check-Out,2016-06-20
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2015-08-14
Resort Hotel,0,19,2017,January,3,21,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2017-01-23
City Hotel,0,38,2016,October,42,11,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,116.65,0,1,Check-Out,2016-10-14
Resort Hotel,0,8,2017,February,7,15,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,80.0,0,1,Check-Out,2017-02-16
Resort Hotel,0,15,2016,August,34,18,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,165.5,0,1,Check-Out,2016-08-21
City Hotel,0,7,2015,October,43,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-23
City Hotel,0,184,2017,July,28,9,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,89.1,0,1,Check-Out,2017-07-14
City Hotel,0,57,2016,June,24,10,1,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,6.0,,0,Transient-Party,75.33,0,0,Check-Out,2016-06-13
City Hotel,1,0,2017,April,16,18,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,2,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,2,Canceled,2017-04-18
City Hotel,1,34,2017,March,10,7,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,1,Canceled,2017-02-18
City Hotel,0,86,2016,January,4,23,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,81.2,0,0,Check-Out,2016-01-24
City Hotel,0,2,2017,April,14,2,1,0,2,0.0,0,SC,CRI,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,92.0,0,0,Check-Out,2017-04-03
City Hotel,1,44,2016,May,22,27,2,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,,,0,Transient,135.4,0,0,Canceled,2016-05-23
City Hotel,1,198,2016,April,18,24,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Group,95.4,0,0,Canceled,2016-02-22
Resort Hotel,0,40,2015,December,51,19,2,5,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,49.4,0,0,Check-Out,2015-12-26
Resort Hotel,1,143,2016,April,18,24,2,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-05
Resort Hotel,0,4,2016,March,13,23,0,1,1,1.0,0,BB,PRT,Direct,Direct,1,0,5,A,A,0,No Deposit,,,0,Transient,58.0,0,0,Check-Out,2016-03-24
City Hotel,1,349,2015,October,40,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,65,2016,March,14,28,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,1,0,Check-Out,2016-03-31
Resort Hotel,0,34,2015,July,28,10,2,5,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,95.27,0,3,Check-Out,2015-07-17
Resort Hotel,0,52,2015,September,37,6,2,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,F,1,No Deposit,149.0,,0,Transient,97.5,0,0,Check-Out,2015-09-12
City Hotel,1,143,2016,June,23,2,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2016-01-18
City Hotel,0,20,2016,January,4,21,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2016-01-23
City Hotel,0,82,2015,September,36,5,0,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.25,1,2,Check-Out,2015-09-06
City Hotel,1,77,2016,March,13,26,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,97.02,0,0,Canceled,2016-01-09
City Hotel,0,36,2015,October,42,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,112.0,0,0,Check-Out,2015-10-16
City Hotel,1,244,2016,July,28,6,2,4,0,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,19.0,,0,Transient,0.0,0,0,Canceled,2016-02-23
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-28
Resort Hotel,1,292,2016,November,45,3,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,38.0,0,0,Canceled,2016-09-01
City Hotel,0,145,2017,August,32,12,2,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,129.83,1,0,Check-Out,2017-08-15
Resort Hotel,0,9,2016,May,21,15,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,,,0,Group,70.0,0,0,Check-Out,2016-05-16
City Hotel,1,114,2017,January,2,14,2,2,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Canceled,2016-09-30
City Hotel,0,59,2016,November,45,2,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.1,0,2,Check-Out,2016-11-05
City Hotel,0,29,2016,June,24,9,0,3,2,1.0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,217.1,0,2,Check-Out,2016-06-12
City Hotel,0,3,2017,March,13,31,4,10,1,0.0,0,BB,BEL,Aviation,Corporate,0,0,0,D,D,1,No Deposit,,153.0,0,Transient,110.0,0,0,Check-Out,2017-04-14
Resort Hotel,1,37,2016,June,23,4,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,122.14,0,0,Canceled,2016-05-11
City Hotel,0,396,2017,June,26,25,2,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,95.5,0,1,Check-Out,2017-06-27
Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,2015-12-10
City Hotel,0,1,2016,November,49,29,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,,0,Transient,75.0,0,0,Check-Out,2016-11-30
City Hotel,0,10,2017,February,7,12,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Check-Out,2017-02-16
City Hotel,0,59,2016,November,48,26,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Check-Out,2016-11-29
City Hotel,1,312,2015,August,35,25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,1,170,2017,August,32,11,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Canceled,2017-02-22
City Hotel,0,138,2016,July,27,2,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.67,0,1,Check-Out,2016-07-06
City Hotel,0,10,2016,December,49,3,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.59,0,0,Check-Out,2016-12-08
City Hotel,1,53,2015,November,47,18,0,4,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,No Deposit,29.0,,0,Transient-Party,65.0,0,0,Canceled,2015-10-09
City Hotel,0,83,2017,April,16,17,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,1,Check-Out,2017-04-20
City Hotel,1,55,2017,January,3,18,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,79.0,0,0,Canceled,2016-11-24
City Hotel,1,212,2016,April,18,29,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0,2,Canceled,2015-10-23
City Hotel,0,5,2016,June,23,2,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,9.0,,0,Transient,119.0,0,0,Check-Out,2016-06-03
Resort Hotel,1,228,2017,July,31,30,4,8,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,212.17,0,1,Canceled,2017-07-19
Resort Hotel,0,1,2016,May,23,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,79.0,0,0,Check-Out,2016-06-01
City Hotel,0,2,2017,March,12,22,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,1,Check-Out,2017-03-24
City Hotel,0,46,2016,March,11,11,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,77.35,0,1,Check-Out,2016-03-17
City Hotel,1,22,2017,March,11,15,2,6,3,0.0,0,BB,AGO,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,238.0,0,0,No-Show,2017-03-15
City Hotel,0,0,2016,June,25,18,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,129.0,0,0,Check-Out,2016-06-19
City Hotel,0,22,2017,June,26,28,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-07-01
Resort Hotel,1,187,2015,August,32,4,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1,Canceled,2015-03-12
City Hotel,0,13,2017,July,30,23,2,0,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,193.0,0,0,Check-Out,2017-07-25
Resort Hotel,1,139,2016,June,23,2,2,7,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,137.89,0,0,Canceled,2016-01-29
City Hotel,0,5,2016,April,18,28,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,130.13,0,0,Check-Out,2016-04-29
Resort Hotel,0,305,2016,July,27,1,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,,0,Contract,59.8,0,0,Check-Out,2016-07-15
City Hotel,0,0,2016,October,41,5,0,0,2,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,9.0,,0,Transient,0.0,0,1,Check-Out,2016-10-05
City Hotel,1,195,2017,April,16,19,0,3,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.2,0,0,Canceled,2016-10-06
City Hotel,1,126,2016,April,16,14,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,39,Transient,57.5,0,0,Canceled,2016-01-18
City Hotel,1,61,2017,April,14,4,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-02-09
Resort Hotel,0,94,2015,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,115.0,0,1,Check-Out,2015-07-25
City Hotel,0,395,2017,May,20,17,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
City Hotel,0,106,2017,July,29,19,0,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,220.0,0,2,Check-Out,2017-07-20
Resort Hotel,0,82,2015,August,34,17,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2015-08-21
Resort Hotel,0,74,2016,July,30,23,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,1,Check-Out,2016-07-26
City Hotel,0,32,2017,January,1,2,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0.0,0,1,Check-Out,2017-01-02
City Hotel,1,73,2016,September,39,18,2,3,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,0,Canceled,2016-07-09
Resort Hotel,0,1,2016,August,34,19,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,F,0,No Deposit,250.0,,0,Transient,169.0,0,0,Check-Out,2016-08-20
City Hotel,0,2,2016,June,27,26,2,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.0,0,1,Check-Out,2016-06-28
Resort Hotel,0,0,2016,April,16,15,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,67.5,0,0,Check-Out,2016-04-16
City Hotel,1,90,2017,March,12,23,1,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2016-12-29
City Hotel,1,73,2016,December,50,5,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.0,0,2,Canceled,2016-11-28
City Hotel,1,176,2016,September,38,15,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,0,Canceled,2016-06-28
Resort Hotel,0,2,2017,February,7,15,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2017-02-16
City Hotel,0,137,2017,June,24,12,1,2,2,1.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,22.0,,0,Transient,98.1,0,0,Check-Out,2017-06-15
City Hotel,1,56,2017,April,15,11,0,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0,Canceled,2017-02-14
Resort Hotel,0,48,2015,July,31,26,4,6,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,156.4,0,0,Check-Out,2015-08-05
City Hotel,1,566,2017,January,4,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,75,2015,December,53,27,2,5,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,113.81,0,1,Check-Out,2016-01-03
City Hotel,0,204,2015,October,41,9,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0,Check-Out,2015-10-13
City Hotel,0,0,2017,February,7,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,12.0,0,0,Check-Out,2017-02-18
Resort Hotel,0,16,2017,February,7,17,2,2,3,0.0,0,BB,DNK,Corporate,Corporate,0,0,0,D,D,1,No Deposit,,498.0,0,Transient-Party,53.25,1,0,Check-Out,2017-02-21
Resort Hotel,0,0,2015,August,33,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,192.0,0,1,Check-Out,2015-08-13
Resort Hotel,0,0,2017,January,2,10,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,3,No Deposit,,,0,Transient,64.0,0,0,Check-Out,2017-01-12
City Hotel,0,96,2017,May,20,20,1,1,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,126.0,0,0,Check-Out,2017-05-22
City Hotel,1,278,2017,March,13,30,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.6,0,1,Canceled,2016-12-23
City Hotel,0,53,2016,May,23,30,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1,Check-Out,2016-06-02
City Hotel,0,90,2016,April,15,8,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Check-Out,2016-04-11
City Hotel,1,109,2016,July,30,18,3,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,72.25,0,0,Canceled,2016-03-31
Resort Hotel,0,22,2017,April,15,14,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,109.5,0,2,Check-Out,2017-04-18
City Hotel,1,580,2017,February,6,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,0,2016,September,37,5,1,2,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,,45.0,0,Transient,0.0,1,1,Check-Out,2016-09-08
City Hotel,1,9,2016,June,25,12,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.33,0,0,Canceled,2016-06-06
City Hotel,0,29,2017,February,5,4,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.0,0,2,Check-Out,2017-02-05
City Hotel,1,35,2016,August,33,10,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,125.1,0,1,Canceled,2016-07-07
City Hotel,0,4,2016,November,46,6,2,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,117.37,0,1,Check-Out,2016-11-10
Resort Hotel,0,11,2015,September,37,8,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,98.0,0,1,Check-Out,2015-09-12
City Hotel,0,1,2017,June,24,16,0,2,2,0.0,0,BB,PER,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,2017-06-18
City Hotel,0,7,2016,September,38,15,0,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.5,0,2,Check-Out,2016-09-17
City Hotel,0,0,2017,June,23,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,135.0,0,0,Check-Out,2017-06-09
Resort Hotel,0,4,2016,January,4,22,2,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,1,Check-Out,2016-01-27
City Hotel,0,2,2017,March,13,30,0,1,1,0.0,0,SC,CRI,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,108.0,0,0,Check-Out,2017-03-31
City Hotel,0,141,2017,June,24,16,1,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,A,1,No Deposit,27.0,,0,Transient-Party,93.6,0,0,Check-Out,2017-06-19
City Hotel,1,290,2015,August,32,3,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
